CRSP_ID,County_Name,Start_Description,End_Description
S.56.4.21.001,Otter Tail,MNTH 210,CSAH 10
S.69.7.781.001,St. Louis,Grant McMahan Blvd,West St
S.55.4.24.001,Olmsted,Olmsted CTH 2/Viola Rd NE,.48 mi N of 105th Ave NE
S.43.7.57.001,McLeod,McLeod CTH 17/30th St,USTH 212
S.18.4.2.002,Crow Wing,CSAH 45,TH 25
S.56.4.28.001,Otter Tail,CSAH 11,CSAH 21
S.69.4.75.001,St. Louis,T-Intersection of S Greaney Rd and Willow River Rd,.73 Miles West of Intersection of S Willpw River Rd and Co Hwy 962
S.73.4.27.001,Stearns,Co Rd 18,433rd Ave
S.73.4.18.001,Stearns,Colfax Rd,South St
S.56.7.129.001,Otter Tail,CSAH 38,CSAH 65
S.69.7.516.001,St. Louis,Hitchcock Rd,Pelican Lake
S.56.4.42.002,Otter Tail,Parkers Prairie Corp Lmts,CSAH 40
S.49.4.47.002,Morrison,MN TH 25,MN TH 27
S.56.4.38.002,Otter Tail,CSAH 5,Urbank Corp Lmts
S.56.4.11.001,Otter Tail,CSAH 21,CSAH 10
S.25.4.19.001,Goodhue,US Highway 61,Prairie Island Blvd
S.69.7.536.001,St. Louis,Scout Camp Rd,Bodas Rd
S.69.4.8.002,St. Louis,T-Intersection of E 5th Avenue and Riverside Park Dr,T-Intersection of Co Hwy 8 and Hingeley Rd
S.56.7.144.001,Otter Tail,CSAH 19,CSAH 75
S.69.4.92.001,St. Louis,Intersection of Co Hwy 5 and Shaw Adam Rd,Intersection of Shaw Adam Rd and Shaw Rd
S.18.4.22.001,Crow Wing,TH 25,CSAH 8
S.69.4.16.003,St. Louis,CSAH 5,CSAH 70
S.49.4.52.002,Morrison,S LIMITS LITTLE FALLS,MN TH 27
S.73.7.180.001,Stearns,Meeker Stearns St,150th St
S.69.4.111.001,St. Louis,Vermilion Trail (CSAH 4),Loon Lake Rd (CSAH 344)
S.09.4.12.001,Carlton,MN 27,East side of Kettle River bridge
S.04.7.403.001,Beltrami,0.24 miles N of Belmtrami Line Rd,30th St SE
S.69.4.21.001,St. Louis,MN-169,MN-135
S.49.4.76.002,Morrison,13TH AVE NE,CSAH 46
S.55.4.30.001,Olmsted,.31 mi E of 195th Ave SE,Olmsted CTH 10
S.18.7.108.001,Crow Wing,CSAH 22,CSAH 8
S.43.7.61.001,McLeod,McLeod CTH 7/N High Dr,McLeod CTH 60/240th St
S.47.4.10.001,Meeker,MNTH 7,170th Streeet
S.49.4.34.003,Morrison,E LIMITS BUCKMAN,CSAH 33
S.49.7.210.001,Morrison,CSAH 211,CSAH 209
S.56.4.88.002,Otter Tail,USTH 59,CSAH 10
S.69.7.859.002,St. Louis,Helm Rd / CR 9,Industrial Rd
S.56.4.23.002,Otter Tail,MNTH 34,100 St
S.56.4.19.003,Otter Tail,CSAH 56,CSAH 8
S.56.7.140.001,Otter Tail,CSAH 67,MNTH 29
S.56.4.8.004,Otter Tail,CSAH 67,Wadena County Line
S.09.4.23.001,Carlton,US 210,NE Rd/CR 126
S.56.4.5.004,Otter Tail,CSAH 16,MNTH 78
S.56.7.137.001,Otter Tail,USTH 10,CSAH53
S.47.4.18.001,Meeker,60th Ave/Meeker CTH 35,MNTH 22
S.69.7.881.001,St. Louis,Seville Rd/ Grand Lake Rd,Segment terminates at road end
S.49.7.220.001,Morrison,CSAH 12,MN TH 27
S.04.4.5.001,Beltrami,Beltrami County Line,Russell Dr NW
S.04.4.5.005,Beltrami,Aure Rd NW,Lumberjack Rd NW
S.49.4.47.001,Morrison,MN TH 371,MN TH 25
S.69.7.329.002,St. Louis,Hwy 37,Old Mesabe Rd
S.69.4.80.001,St. Louis,T-Intersection of Co Hwy 31 and Co Hwy 80,T-Intersection of Brevator Rd and Oinenen Rd
S.69.4.3.001,St. Louis,North of Superior Hiking Trail,CSAH 899
S.69.4.4.003,St. Louis,Normanna Rd,CSAH 49
S.47.4.22.001,Meeker,Kandi Meeker Rd,MNTH 4
S.18.4.30.003,Crow Wing,TH 6,CSAH 32
S.49.7.270.001,Morrison,CSAH 47,CSAH 8
S.69.4.25.007,St. Louis,Driveway,CSAH 912
S.69.4.87.001,St. Louis,Intersection of E Leander Rd and MN 1,Intersection of E Leander Rd and Wakely Rd
S.69.7.184.002,St. Louis,T-Intersection of MN 73 and Floodwood River Rd,T-Intersection of Co Hwy 18 and Floodwood River Rd
S.18.4.2.001,Crow Wing,TH 371,CSAH 45
S.69.4.31.003,St. Louis,Wilton Rd (CSAH 860),Hwy 8
S.56.4.15.002,Otter Tail,N Jct CSAH 2,CSAH 86
S.69.4.128.001,St. Louis,Bear Head State Park Rd,MN-1
S.09.4.61.004,Carlton,Approx. .4 mi north of CR 141,US 210
S.69.4.44.002,St. Louis,Fox Farm Rd (CSAH 266),CSAH 266
S.09.4.6.003,Carlton,MN 73,1/4 mi west of CR 61 in Barnum
S.47.4.12.001,Meeker,Meeker CTH 1,Meedker CTH 20
S.04.4.9.002,Beltrami,Grange Rd NW,Great Divide Rd NW
S.09.4.1.003,Carlton,Clarence Rd,somebody's driveway
S.69.4.29.001,St. Louis,MN-73,CSAH 229
S.69.7.615.002,St. Louis,Hwy 21,CR 620
S.47.4.30.001,Meeker,Meeker CTH 16,USTH 30
S.04.4.24.002,Beltrami,Centerline Rd NW,Hwy 89
001-032,Freeborn,CSAH 34 NO,E CO LINE
S.47.4.14.003,Meeker,0.25 mile east of 250th St,MNTH 24
S.69.7.558.002,St. Louis,Nikula Rd,Hwy 21
S.18.4.23.001,Crow Wing,Morrison County Line,CSAH 22
S.04.4.12.004,Beltrami,Parkers Lake Rd NE,Mission Rd NE
S.43.4.23.001,McLeod,McLeod CTH 1,McLeod CTH 9
026-040,Freeborn,NO LIMS HAYWARD,CSAH 46
S.47.4.37.001,Meeker,Kandi Meeker Rd,MNTH 4
S.04.4.39.002,Beltrami,Power Dam Rd NE,Turtle River Lake Rd NE
S.09.4.6.004,Carlton,1/4 mi west of CR 61 in Barnum,"I35-SB offramp, SB onramp"
S.13.7.81.004,Chisago,Intersection of Park Trail and Reed Ave,T-Intersection of Reed Ave and 410th St
S.56.7.127.001,Otter Tail,MNTH 108,CSAH 54
#N/A,Meeker,4th St,USTH 12/Parker Ave E
S.04.4.13.001,Beltrami,Great Divide Rd NW,10 Mile Dr NW
001-030,Freeborn,CSAH 30,CSAH 32 SO
S.49.4.2.001,Morrison,CSAH 3,CSAH 28
HEN.231,Hennepin,N OF CSAH 110 TO S OF CSAH 15,N OF CR 26 TO LUCE LINE TRAIL
S.13.4.22.002,Chisago,T-Intersection of Lyons St NE and E Viking Blvd,Intersection of E Viking Blvd and I-35 entrance ramps
S.13.4.30.009,Chisago,Intersection of W 4th St and S Bremer Ave,T-Intersection of S Bremer Ave and W 4th St
S.55.4.22.001,Olmsted,USTH 52,Olmsted CTH 33/N Broadway Ave
S.49.4.29.001,Morrison,SO CO LINE,CSAH 26
S.69.4.105.001,St. Louis,Broadway,MN-135
S.69.4.110.004,St. Louis,S Main Street,Forestry Rd (CSAH 6552)
S.69.4.13.002,St. Louis,MN-194,US Hwy 53
S.69.4.13.003,St. Louis,US Hwy 53,CSAH 9
S.25.4.3.001,Goodhue,State Highway 58,County 2 Blvd
S.18.4.10.003,Crow Wing,CSAH 14,TH 6
S.69.4.141.001,St. Louis,Fayal Rd (CSAH 7),CSAH 302
S.69.4.143.001,St. Louis,Fayal Rd (CSAH 7),CSAH 302
S.69.4.145.001,St. Louis,Fayal Rd (CSAH 7),CSAH 302
S.69.4.146.001,St. Louis,Fayal Rd (CSAH 7),US Hwy 53
S.69.4.147.001,St. Louis,Douglas Ave,N Van Buren Ave
S.69.4.157.001,St. Louis,8th Ave E,North Shore (MN-1)
S.69.4.21.005,St. Louis,E Ahola Rd,US Hwy 1
S.04.4.24.001,Beltrami,Beltrami County Line,Debs Rd NW
S.09.4.9.001,Carlton,Big Lake Rd/CR 7,St. Louis County border
S.09.4.20.001,Carlton,W. County Line Rd/Aitkin County border,Center Rd/CR 23
S.49.4.18.001,Morrison,E CO LINE,USTH 10
S.04.4.39.001,Beltrami,0.09 miles N or the Beltrami County Line,Power Dam Rd NE
S.69.4.7.008,St. Louis,Intersection of Hoover Rd N and 9th St N,Intersection of Hoover Rd S and U.S. Route 169
S.04.4.27.002,Beltrami,Power Dam Rd NE,Birchmont Beach Rd NE
S.69.4.89.002,St. Louis,T-Intersection of Getchell Rd and Wildrose Trail,Intersection of Morris Thomas Rd and Stebner Rd
S.69.4.25.005,St. Louis,CSAH 65,CSAH 22
S.69.7.1010.001,St. Louis,.99 Miles West of Intersection of Meadowlands Trunk Rd and Co Hwy 193,Intersection of Co Hwy 193 and Meadowlands Trunk Rd
S.69.7.160.001,St. Louis,T-Intersection of Toivola Junction Rd and Toivola Rd,T-Intersection of Dry Rd and Toivola Dr
S.69.7.161.002,St. Louis,T-Intersection of U.S. Route 2 and Old Hwy 2,T-Intersection of 2nd Ave and 7th St
S.69.7.181.001,St. Louis,Intersection of Pelican Rd and Nett Lake Rd,.60 Miles North of T-Intersection of Pelican Rd and Nett Lake Rd
S.49.4.39.002,Morrison,E LIMITS PIERZ,E CO LINE
S.69.7.186.003,St. Louis,Intersection of Savanna Rd and Floodwood Rd,.75 North of Intersection of Savanna Rd and Floodwood Rd
S.69.7.190.001,St. Louis,Intersection of N Triplett Rd and Parantala Rd,.70 Miles South of Intersection of N Triplett Rd and Parantala Rd
S.69.7.198.001,St. Louis,T-Intersection of S Cedar Rd and Co Hwy 133,.59 Miles South of Intersection of S Cedar Rd and Co Hwy 133
S.69.7.209.001,St. Louis,T-Intersection of Pine Rd and Co Hwy 133,.99 Miles North of Pine Rd and Co Hwy 133
S.69.7.230.001,St. Louis,Intersection of Co Hwy 156 and Meadowlands Trunk Rd,Intersection of Meadowlands Trunk Rd and Co Hwy 193
S.69.7.236.001,St. Louis,T-Intersection of Mattila Rd and Hill Rd,.87 Miles North of T-Intersection of Mattila Rd and Hill Rd
S.47.4.24.002,Meeker,246th St,USTH 4
S.69.7.244.001,St. Louis,T-Intersection of Drake Rd and W Calvary Rd,.14 Miles North of Gothenberg Rd and Drake Rd
S.69.7.248.001,St. Louis,T-Intersection of Martin Rd and 1st Ave N,T-Intersection of 1st Ave N and E Calvary Rd
S.69.4.27.001,St. Louis,CSAH 5,CSAH 7
S.69.7.253.001,St. Louis,T-Intersection of Ives Rd and Culbertson Rd,.78 East of T-Intersection of Ives Rd and Culbertson Rd
S.49.4.52.003,Morrison,N LIMITS LITTLE FALLS,USTH 10
S.69.7.257.001,St. Louis,T-Intersection of Paul Rd and McQuade Rd,Intersection of Paul Rd and Ryan Rd
S.69.7.262.002,St. Louis,"",""
S.69.7.264.001,St. Louis,T-Intersection of Smith River Rd and McQuade Rd,.99 Miles West of T-Intersection of Smith River Rd and McQuade Rd
029-027,Freeborn,E LIMS FREEBORN,CSAH 8
S.04.4.43.001,Beltrami,Hwy 71,0.57 miles SW of Main St
S.69.7.272.001,St. Louis,T-Intersection of Barrs Lake Rd and Pequaywan Lake Rd,Intersection of Barrs Lake Rd and E Briar Lake Dr
S.69.4.23.004,St. Louis,CSAH 24,Driveway
S.18.7.141.001,Crow Wing,CSAH 11,Spruce Grove Rd
S.69.7.282.002,St. Louis,Old N Shore Rd,Dead End
S.69.7.290.001,St. Louis,E. Surperior St,Old North Shore Rd
S.69.7.290.003,St. Louis,E Flynn Rd,Ryan Rd
S.69.7.295.001,St. Louis,Rice Lake Rd,Dead End
S.69.7.296.001,St. Louis,Air Base Rd,Haines Rd
S.69.7.306.002,St. Louis,Unknown- No Streetview,Unknown- No Streetview
S.69.7.328.002,St. Louis,Private Property,Wilson Rd
S.69.7.331.001,St. Louis,UT 9234,Private Property
S.69.7.331.002,St. Louis,Wilson Rd,Town Line Rd
S.69.7.341.002,St. Louis,Private Property - No Streetview,CSAH 110
S.55.7.143.002,Olmsted,CSAH 11,CSAH 19
S.69.7.363.001,St. Louis,Lehto Rd,CSAH 135
S.18.4.30.002,Crow Wing,CSAH 33 / 2nd St,TH 6
S.69.7.364.003,St. Louis,Wahlsten Rd,Private Property
S.69.7.373.001,St. Louis,Hwy 21,Private Property
S.69.7.382.001,St. Louis,S Ramshaw Rd,S Peary Rd
S.73.7.114.001,Stearns,0.52 miles W of Hwy 23,Hwy 23
S.69.7.400.001,St. Louis,Stuart Rd,Town Line Rd
S.69.7.408.001,St. Louis,Dead End,CR 408
S.69.7.412.001,St. Louis,Hwy 1/Hwy 169,Private Property
S.69.7.416.002,St. Louis,Sandstrom Rd,W Saari Rd
S.69.7.420.001,St. Louis,Hwy 1,Dead End
S.69.7.429.001,St. Louis,Heino Rd,Private Property
S.69.7.438.001,St. Louis,CSAH 169,Private Property
S.69.4.5.004,St. Louis,CSAH 27,MN-37
S.69.7.440.002,St. Louis,CSAH 73,Private Property
S.69.4.115.002,St. Louis,CSAH 361,Hwy 77
S.69.7.443.003,St. Louis,CSAH 73,CSAH 73
S.69.7.444.001,St. Louis,Silica Rd,Private Property
S.69.7.446.001,St. Louis,CSAH 37,Dead End
S.69.7.446.002,St. Louis,Hwy 37,Allavus Rd
S.69.7.456.001,St. Louis,Hwy 5,Private Property - Farm Access Rd
S.69.7.457.003,St. Louis,Hwy 25,Koskela Rd
S.69.7.458.001,St. Louis,CR 476 - Holter Rd,Lost Lake
S.69.7.464.002,St. Louis,Clearwater Lake Rd,Hwy 5
S.69.7.478.001,St. Louis,E Leander Rd,Private Property
S.69.7.491.002,St. Louis,Range Line Rd,Private Property
S.69.7.492.003,St. Louis,Hwy 25,Private Rd - Dead End
S.69.7.501.002,St. Louis,CSAH 22,CR 492
S.69.7.504.001,St. Louis,Greany Rd,504 County Rd
S.69.7.522.001,St. Louis,You Camp Rd,Bessette Rd
S.69.7.526.002,St. Louis,CSAH 1,CSAH 1
S.69.7.530.002,St. Louis,Taft Rd,UT 5541
S.55.7.143.001,Olmsted,CSAH 36,CSAH 11
S.69.7.542.002,St. Louis,Melrude Rd,Private Property
S.69.7.544.001,St. Louis,CR 285 - Fish Lake Dam Rd,Dead End
S.69.7.551.003,St. Louis,Taylor Rd,Private Property
S.69.7.558.001,St. Louis,Lehto Rd,Private Property
S.69.7.564.001,St. Louis,Hakala Rd,Toivonen Rd
S.13.4.16.002,Chisago,T-Intersection of Park Trail and Wild Mountain Rd,1.21 Miles South of 347th St
S.69.7.567.001,St. Louis,CSAH 169,Private Property
S.69.7.586.001,St. Louis,Hwy 7,Private Property
S.69.7.589.001,St. Louis,Lavaque Rd,Driftwood Estates Rd
S.69.7.589.002,St. Louis,Dead End,Private Property
S.69.7.593.001,St. Louis,UT 8217,Dewes Rd
S.69.7.593.002,St. Louis,Shaver Rd N,Dead End
S.69.7.594.001,St. Louis,Hwy 37,Hwy 37
S.69.7.615.001,St. Louis,Levander Rd,Hwy 21
S.69.7.627.002,St. Louis,Private Property,Sauna Rd
S.69.7.627.003,St. Louis,Private Property,Wahlsten Rd
S.69.7.632.002,St. Louis,Koskela Rd,Hwy 4
S.69.7.634.001,St. Louis,Vermillion Trail,Whiteface Reservoir
S.69.7.635.003,St. Louis,Solway Rd,W Arrowhead Rd
S.69.7.647.001,St. Louis,Private Property,Maxwel Rd
S.69.7.789.002,St. Louis,Kane Rd,Butler Rd
S.43.4.3.004,McLeod,McLeod CTH 15,MNTH 9
S.69.7.668.001,St. Louis,Town Line Rd,Private Property
S.69.7.673.001,St. Louis,Waltz Rd,Dead End
S.69.7.674.001,St. Louis,Old Hwy 77,Thomas Rd
S.69.7.186.002,St. Louis,T-Intersection of Savanna Rd and W Fine Lakes Rd,Intersection of Savanna Rd and Floodwood Rd
S.69.7.698.001,St. Louis,Hwy 21,CR 593
S.69.7.725.002,St. Louis,CR 220,Road Terminates
S.69.7.726.001,St. Louis,Road terminates,Road terminates
S.69.7.731.001,St. Louis,Hingeley Rd,CR 29
S.69.7.740.004,St. Louis,Cabin Rd,E Shore Dr / Lake Nichols Rd
S.69.7.744.001,St. Louis,Toivola Junction Rd,Hwy 5
S.69.7.745.001,St. Louis,Segment terminates at driveway to residence,Segment terminates at driveway to residence
S.69.7.755.004,St. Louis,Segment terminates at driveway to residence,Old Mesabe Rd / CR 776
S.69.7.774.001,St. Louis,Segment terminates at end of CR 774,Hwy 21
S.69.7.775.001,St. Louis,Hwy 21,Segment terminates at end of CR 775
S.69.7.782.001,St. Louis,Segment terminates at road end,Lindsey Rd / CR 720
S.69.7.795.001,St. Louis,Hwy 21,Segment terminates at road end
S.69.7.797.001,St. Louis,Forrest Rd,Segment ends along CR 797
S.69.7.813.001,St. Louis,Segment terminates at road end,Fairbanks Rd
S.09.7.134.002,Carlton,Ranch Rd/CR 3,MN 27 and MN 73
S.69.7.828.001,St. Louis,Segment terminates at road end,Hwy 73
S.69.7.835.001,St. Louis,Segment ends along Rudolph Rd,Segment terminates at road end
S.69.7.838.002,St. Louis,Segment terminates at road end,Hwy 73
S.69.7.841.001,St. Louis,Hingeley Rd / CR 86,U.S. Rte 2
S.69.7.846.001,St. Louis,Segment terminates at road end,Brandon Rd / CR 847
S.69.7.846.003,St. Louis,Segment terminates at road end,Jeffrey Rd
S.69.7.847.002,St. Louis,Segment terminates at road end,McCamus Rd
S.69.7.850.001,St. Louis,Stevens Rd / CR 848,Segment terminates at road end
S.69.7.861.001,St. Louis,U.S. Rte 2,Hwy 31
S.69.7.862.001,St. Louis,U.S. Rte 2,Hwy 31
S.69.7.864.001,St. Louis,Segment terminates at road end,Pixley Rd / CR 80
S.69.7.870.001,St. Louis,Bear Trap Rd / CR 872,Hwy 33
S.69.7.872.002,St. Louis,Industrial Rd / Hwy 7,Sunset Lake Dr / CR 869
S.69.7.875.002,St. Louis,Seville Rd / CR 873,Saginaw Rd / CR 46
S.69.7.878.003,St. Louis,Saginaw Rd / CR 46,Swanstrom Rd
S.69.4.31.001,St. Louis,Driveway,U.S. Rte 2
S.49.7.247.001,Morrison,CSAH 39,E LIMITS HILLMAN
S.69.7.914.001,St. Louis,Hwy 25,Wein Rd / CR 500
S.69.7.921.001,St. Louis,135,135
S.69.7.926.001,St. Louis,Silica Rd / CR 926,Hwy 53
S.69.7.936.002,St. Louis,Segment terminates at road end,Savage Rd / CR 487
S.69.7.939.001,St. Louis,Segment terminates at road end,Wein Rd / CR 500
S.69.7.941.001,St. Louis,Segment terminates at road end,Wein Rd
S.69.7.946.001,St. Louis,Crane Lake Rd,Segment terminates at road end
S.69.7.949.001,St. Louis,Segment terminates at road end,Moc Point Rd / CR 929
S.69.7.952.001,St. Louis,Hwy 53,1
S.04.4.34.001,Beltrami,Pioneer Rd NE,Corral Rd NE
S.69.7.964.001,St. Louis,Segment terminates at road end,Hwy 92
S.69.7.981.001,St. Louis,Bug Creek Rd,Comstock Lake Rd
S.69.7.986.001,St. Louis,1,Segment terminates at road end
S.69.7.526.001,St. Louis,CSAH 1,CSAH 1
S.69.9.174.001,St. Louis,Cty Hwy 110,""
S.69.9.3002.001,St. Louis,Segment terminates at road end,Walstrom Rd
S.69.9.3016.001,St. Louis,3 Lakes Rd,Segment terminates at road end
S.69.9.3023.001,St. Louis,Bodas Rd,""
S.69.9.3026.001,St. Louis,"",Savanna Rd
S.55.7.133.001,Olmsted,CSAH 22,CSAH 14 / USTH 63 / 75th St NW
S.69.9.3034.001,St. Louis,Beauty Mountain Rd,Segment terminates at road end
S.69.9.3037.001,St. Louis,Boulder Dam Rd,Segment terminates at road end
019-021,Freeborn,E LIM ALBERT LEA,CO RD 81
S.04.4.32.001,Beltrami,Beltrami County Line,Hwy 89
S.69.9.3058.001,St. Louis,CR 108,CR 108
S.69.9.3063.001,St. Louis,Foley Rd,""
S.69.9.3069.001,St. Louis,"",""
S.69.9.3072.001,St. Louis,Hwy 73,""
S.56.4.84.001,Otter Tail,USTH 10,New York Mills Corp Lmts
S.18.7.128.001,Crow Wing,CSAH 59,TH 210
S.69.9.3084.001,St. Louis,Frazer Bay Rd,""
S.69.9.3089.001,St. Louis,"",""
S.69.9.3095.001,St. Louis,Oak Narrows Rd,""
S.69.9.9212.002,St. Louis,Akonerva Rd,Heritage Trail / CR 20
S.69.9.3127.001,St. Louis,Birch Isle Rd,""
S.69.9.3138.001,St. Louis,"",""
S.69.9.3151.001,St. Louis,Boulder Dam Rd,""
S.69.9.3180.001,St. Louis,Hwy 73,""
S.04.4.23.003,Beltrami,Nebish Rd NE,Hwy 1
S.69.9.3200.001,St. Louis,Camp 26 Trail,Linwood Lake Rd
S.69.9.3201.001,St. Louis,"",Cty Hwy 110
S.04.4.23.005,Beltrami,Cormant Rd NE,Battle River Rd NE
S.69.9.3385.001,St. Louis,S Pit Rd,Segment terminates at end of road
S.69.9.3386.001,St. Louis,Beaver Bay Rd,Segment terminates at end of road
S.69.9.3392.001,St. Louis,Segment terminates at end of road,Segment terminates at end of road
S.69.7.478.002,St. Louis,CR 540 - Beatty Rd,Soderholm Beach Rd
S.69.9.3395.001,St. Louis,Segment terminates at end of road,Wilson Rd
S.69.9.3415.001,St. Louis,Wilson Rd,Wilson Rd
S.69.9.3450.001,St. Louis,"",""
S.69.9.3456.001,St. Louis,Reagan Rd,Linwood Lake Rd
S.69.9.3468.001,St. Louis,"Cty Rd 540 , Oak Narrows Rd","Cty Rd 540 , Oak Narrows Rd"
S.69.9.3469.001,St. Louis,CR 4,Segment terminates at end of road
S.69.9.3473.001,St. Louis,CR 486,""
S.69.9.3486.001,St. Louis,Wolf Lake Rd / CR 404,""
S.69.9.641.001,St. Louis,Segment terminates at end of road,Segment terminates at end of road
S.73.4.65.001,Stearns,I-94,355th Ave
S.69.9.8113.001,St. Louis,Itasca Rd 527,N Airport Rd
S.69.9.8129.002,St. Louis,Dewey Lake Rd,Segment terminates at end of road
S.18.4.32.001,Crow Wing,TH 210,Aitkin County Line
S.69.9.8154.001,St. Louis,Segment terminates at end of road,Hwy 24
S.69.9.8159.001,St. Louis,"",Hwy 65
S.69.9.8162.001,St. Louis,Segment terminates at end of road,Graham Rd
S.69.9.8165.001,St. Louis,Segment terminates at end of road,Johnson Rd / CR 758
S.69.9.8179.001,St. Louis,"",""
S.69.9.8208.001,St. Louis,Segment terminates at end of road,W Pike Rd
S.69.9.8212.001,St. Louis,CR 116,CR 679
S.69.9.8213.001,St. Louis,Hwy 21 N,Segment terminates at end of road
S.69.9.9100.001,St. Louis,Crane Lake Rd / CR 24,Segment terminates at end of road
S.69.9.9103.001,St. Louis,"",Town Line Rd
S.69.9.9106.001,St. Louis,E Central Lakes Rd,Knock Beach Rd
S.69.9.9118.001,St. Louis,Hwy 53,E Central Lakes Rd
S.18.4.1.002,Crow Wing,CSAH 66,CSAH 3
S.69.9.9234.001,St. Louis,Long Lake Rd / Water Hen Rd,""
S.69.9.9240.001,St. Louis,River Rd,Segment terminates at end of road
S.69.9.9245.001,St. Louis,"","Larp Rd , Lappi Rd / CR 331"
S.56.4.82.001,Otter Tail,Grant County Line,Dalton Corp Lmts
S.69.7.565.001,St. Louis,Lake County Hwy 15,Railroad
S.69.7.540.003,St. Louis,Wakely Rd,Lake Vermillion
S.18.4.4.002,Crow Wing,Lakeshore Dr,CSAH 11
S.49.4.23.002,Morrison,MN TH 27,CSAH 129
S.69.7.276.001,St. Louis,Ryan Road,Bergquist Road
S.25.4.17.001,Goodhue,0.27 Miles East of US Highway 52,State Highway 20
S.69.4.21.004,St. Louis,CSAH 21,E Ahola Rd
S.69.4.74.001,St. Louis,275 ft West of T-Intersection of Willow River Rd and Sethers Rd,Intersection of Willow River Rd and U.S. Route 53
S.69.4.5.009,St. Louis,CSAH 22,CSAH 535
S.49.4.20.001,Morrison,USTH 10,CSAH 3
S.55.7.155.001,Olmsted,CSAH 9 / Collegeview Rd E,Dead End
S.69.7.837.002,St. Louis,Loop Rd / CR 834,Savanna Rd / CR 186
S.04.4.22.001,Beltrami,Beltrami Co Rd 3,Hwy 89
S.49.7.272.001,Morrison,CSAH 270,CSAH 51
020-021,Freeborn,GREENWOOD DR,LAKEVIEW BLVD
022-050,Freeborn,RICHWAY DRIVE,CO RD 92
S.04.4.20.003,Beltrami,Parkers Lake Rd NE,Scenic Hwy NE
S.73.7.157.004,Stearns,0.31 miles SE of 7th Ave NE,0.07 miles NE of Lake Wobegon Trail
S.86.4.75.003,Wright,Grover Ave NW,0.11 miles SE of 120th St NE
S.18.4.1.006,Crow Wing,CR 106,Aitkin County Line
S.69.4.97.002,St. Louis,T-Intersection of Co Hwy 97 and Clyde Rd,Intersection of Co Hwy 97 and Heritage Trail
034-010,Freeborn,SOUTH COUNTY LINE,CSAH 1
S.56.7.114.001,Otter Tail,Wilkin County Line,CSAH 15
S.69.4.133.002,St. Louis,MN-73,West of Western Ave
S.56.4.88.003,Otter Tail,CSAH 10,CSAH 24
S.43.7.62.003,McLeod,MNTH 26/100TH St,McLeod CTH 70/130th
S.69.7.232.002,St. Louis,Intersection of Lake Nichols Rd and S Shore Dr,Intersection of Lake Nichols Rd and U.S. Route 53
S.69.7.383.001,St. Louis,Minimum Maintenance Road,Long Lake Ln
S.69.7.690.001,St. Louis,US HWY 53,CSAH 132
S.13.4.16.001,Chisago,Intersection of Bench St and Chisago St,1.21 Miles South of 347th St
046-031,Freeborn,ARENA RD,TH 69
S.69.7.633.001,St. Louis,Kennedy Memorial Drive,Industrial Park
S.69.4.7.004,St. Louis,Intersection of Co Hwy 7 and Co Hwy 28,Intersection of Co Hwy 7 and Co Hwy 133
S.73.4.20.001,Stearns,1.91 miles S of Old Highway 23,Old Highway 23
071-075,Freeborn,Wineglass Rd,CR #74.
073-010,Freeborn,CSAH #25,0.80 MILE NORTH
077-010,Freeborn,CSAH #5,CR #82.
080-015,Freeborn,Hickery Hills,CR #71.
S.69.7.761.002,St. Louis,Segment terminates along CR 101,US Hwy 169
081-030,Freeborn,CR #84,CSAH #19.
S.69.4.44.004,St. Louis,CSAH 55,Town Line Rd (CSAH 16)
087-010,Freeborn,CR #71,T.H. #69.
S.56.4.7.001,Otter Tail,CSAH 26,CSAH 2
101-020,Freeborn,WEST EDGEWATER DRIVE,CR #101 (E-W).
108-010,Freeborn,SOUTH COUNTY LINE,CSAH #1.
116-010,Freeborn,CSAH #20,CR #73.
116-020,Freeborn,CR #73,CR #95.
HEN.1044,Hennepin,29th Street,Franklin Ave
HEN.108,Hennepin,W Lake St/CSAH 3/Dupont Av,@ E LAKE OF THE ISLES PARKWAY
HEN.109,Hennepin,West of E Calhoun Pkwy,Dupont Av S
HEN.111,Hennepin,W OF OAK TO E OF 17TH,@ W RAMP I-35W
HEN.113,Hennepin,@ W RAMP I-35W,E OF 17TH TO W OF CSAH 37
HEN.115,Hennepin,M.P. 11.49 TO S OF CSAH 23,@ TH 65
HEN.117,Hennepin,W OF CSAH 52 TO E OF TH 65,S OF CSAH 23 TO N END OF BRDG
HEN.12,Hennepin,S CNTY LINE TO S OF APPLE RD,@ EXCELSIOR/2ND ST/LAKE ST
HEN.122,Hennepin,@ W 58TH STREET,@ W MINNEHAHA PKWY 1-WAY-EB
HEN.142,Hennepin,Hennepin Av/CSAH 52,New Brighton Blvd/CSAH 88
HEN.150,Hennepin,S OF 26TH TO N OF 22ND AVE N,S OF 17TH TO N OF 16TH AVE
HEN.151,Hennepin,Colfax Av N,W of Marshall St NE/CR 23
HEN.152,Hennepin,West of Stinson Pkwy,St Anthony Blvd
S.69.4.134.001,St. Louis,Hobson Lake Rd (CSAH 84),Dewey Lake Rd (CSAH 484)
HEN.162,Hennepin,E of Louisiana Av N,SEE INTERSECTING CSAH 81
HEN.167,Hennepin,N OF 67TH ST TO S OF CSAH 53,@ TH 62 NORTH RAMP
HEN.173,Hennepin,@ NICOLLET AVE S,SEE INTERSECTING CSAH 33
